sequence_number,score,value
1152,27.95,01:40.53
1153,27.86,01:40.54
1154,27.77,01:40.55
1155,27.68,01:40.56
1156,27.59,01:40.57
1157,27.50,01:40.58
1158,27.40,01:40.59
1159,27.31,01:40.60
1160,27.21,01:40.61
1161,27.12,01:40.62
1162,27.02,01:40.63
1163,26.92,01:40.64
1164,26.83,01:40.65
1165,26.73,01:40.66
1166,26.63,01:40.67
1167,26.54,01:40.68
1168,26.44,01:40.69
1169,26.35,01:40.70
1170,26.25,01:40.71
1171,53,26.15
1172,53,55.13
1173,53,73.24
1174,53,87.67
