sequence_number,score,value
1,2,1
2,1,1
3,8,2
4,2,2
5,3,3
6,1,3
7,16,4
8,5,4
9,4,4
10,5,5
11,22,6
12,7,6
13,6,6
14,7,7
15,26,8
16,8,8
17,10,9
18,9,9
19,30,10
20,10,10
21,11,11
22,3,11
23,13,12
24,12,12
25,13,13
26,15,14
27,14,14
28,15,15
29,16,16
30,18,17
31,17,17
32,18,18
33,19,19
34,5,19
35,21,20
36,20,20
37,21,21
38,22,22
39,26,23
40,23,23
41,28,24
42,24,24
43,25,25
44,27,26
45,33,27
46,7,27
47,34,28
48,29,28
49,25,29
50,30,30
51,31,31
52,32,32
53,9,34
54,38,35
55,40,36
56,29,36
